'RATIO','INCLUDED?', 'SHEET', 'LINE', 'WORD'
57,0,,0,
100,0,,0,
0,0,,0,
100,0,,0,
43,0,,0,
94,0,,0,
93,0,,0,
67,0,,0,
46,0,,0,
88,1,stocking,81,planting
62,0,,0,
100,0,,0,
57,0,,0,
100,0,,0,
100,0,,0,
50,0,,0,
46,0,,0,
53,0,,0,
62,0,,0,
50,0,,0,
55,0,,0,
0,0,,0,
57,0,,0,
46,0,,0,
46,0,,0,
60,0,,0,
62,0,,0,
75,0,,0,
86,1,stocking,83,planted
50,0,,0,
60,0,,0,
60,0,,0,
100,0,,0,
86,1,stocking,84,planted
88,1,stocking,85,released
0,0,,0,
70,0,,0,
100,0,,0,
57,0,,0,
100,0,,0,
60,0,,0,
89,0,,0,
88,1,stocking,88,released
75,0,,0,
62,0,,0,
67,0,,0,
67,0,,0,
100,0,,0,
73,0,,0,
93,0,,0,
86,0,,0,
60,0,,0,
86,1,stocking,91,planted
55,0,,0,
67,0,,0,
60,0,,0,
100,0,,0,
100,0,,0,
56,0,,0,
86,1,stocking,94,planted
73,0,,0,
53,0,,0,
62,0,,0,
46,0,,0,
100,0,,0,
89,0,,0,
67,0,,0,
53,0,,0,
62,0,,0,
60,0,,0,
86,1,stocking,96,planted
91,0,,0,
67,0,,0,
93,0,,0,
75,0,,0,
46,0,,0,
67,0,,0,
53,0,,0,
62,0,,0,
67,0,,0,
64,0,,0,
86,1,stocking,98,planted
75,0,,0,
60,0,,0,
47,0,,0,
60,0,,0,
50,0,,0,
40,0,,0,
60,0,,0,
67,0,,0,
82,0,,0,
86,1,stocking,99,planted
46,0,,0,
88,1,stocking,100,released
88,1,stocking,101,released
86,1,stocking,102,shocked
67,0,,0,
60,0,,0,
50,0,,0,
89,0,,0,
86,1,stocking,103,planted
83,0,,0,
86,1,stocking,104,planted
75,0,,0,
100,0,,0,
46,0,,0,
67,0,,0,
86,1,stocking,106,planted
100,0,,0,
100,0,,0,
0,0,,0,
100,0,,0,
100,0,,0,
71,0,,0,
50,0,,0,
50,0,,0,
100,0,,0,
71,0,,0,
61,0,,0,
100,0,,0,
82,0,,0,
86,1,stocking,111,planted
93,0,,0,
100,0,,0,
88,0,,0,
63,0,,0,
92,0,,0,
77,0,,0,
57,0,,0,
57,0,,0,
67,0,,0,
80,0,,0,
60,0,,0,
47,0,,0,
93,0,,0,
64,0,,0,
57,0,,0,
80,0,,0,
62,0,,0,
94,0,,0,
62,0,,0,
67,0,,0,
75,0,,0,
86,1,stocking,116,planted
75,0,,0,
100,0,,0,
60,0,,0,
100,0,,0,
62,0,,0,
100,0,,0,
62,0,,0,
75,0,,0,
75,0,,0,
90,0,,0,
88,0,,0,
62,0,,0,
67,0,,0,
67,0,,0,
73,0,,0,
67,0,,0,
88,1,stocking,121,released
0,0,,0,
100,0,,0,
86,1,stocking,123,planted
100,0,,0,
88,1,stocking,125,released
88,1,stocking,126,released
46,0,,0,
80,0,,0,
88,1,stocking,127,released
88,1,stocking,128,released
44,0,,0,
67,0,,0,
0,0,,0,
86,1,stocking,129,planted
94,0,,0,
60,0,,0,
93,0,,0,
100,0,,0,
0,0,,0,
57,0,,0,
67,0,,0,
67,0,,0,
94,0,,0,
47,0,,0,
67,0,,0,
100,0,,0,
60,0,,0,
62,0,,0,
100,0,,0,
80,0,,0,
69,0,,0,
60,0,,0,
100,0,,0,
100,0,,0,
100,0,,0,
50,0,,0,
86,1,stocking,134,planted
0,0,,0,
86,1,stocking,135,planted
57,0,,0,
0,0,,0,
67,0,,0,
0,0,,0,
86,1,stocking,136,planted
86,1,stocking,137,planted
100,0,,0,
86,1,stocking,138,planted
82,0,,0,
60,0,,0,
59,0,,0,
80,0,,0,
46,0,,0,
93,0,,0,
59,0,,0,
57,0,,0,
67,0,,0,
0,0,,0,
50,0,,0,
62,0,,0,
100,0,,0,
67,0,,0,
50,0,,0,
94,0,,0,
67,0,,0,
100,0,,0,
75,0,,0,
62,0,,0,
57,0,,0,
57,0,,0,
57,0,,0,
59,0,,0,
100,0,,0,
80,0,,0,
60,0,,0,
50,0,,0,
67,0,,0,
100,0,,0,
0,0,,0,
0,0,,0,
0,0,,0,
50,0,,0,
0,0,,0,
62,0,,0,
73,0,,0,
0,0,,0,
0,0,,0,
94,0,,0,
86,1,stocking,144,planted
93,0,,0,
100,0,,0,
67,0,,0,
67,0,,0,
100,0,,0,
57,0,,0,
67,0,,0,
71,0,,0,
67,0,,0,
62,0,,0,
50,0,,0,
53,0,,0,
67,0,,0,
67,0,,0,
67,0,,0,
100,0,,0,
100,0,,0,
67,0,,0,
36,0,,0,
75,0,,0,
60,0,,0,
75,0,,0,
50,0,,0,
0,0,,0,
100,0,,0,
100,0,,0,
57,0,,0,
100,0,,0,
86,1,stocking,148,planted
55,0,,0,
92,0,,0,
50,0,,0,
86,0,,0,
100,0,,0,
88,0,,0,
53,0,,0,
100,0,,0,
100,0,,0,
75,0,,0,
100,0,,0,
67,0,,0,
71,0,,0,
75,0,,0,
100,0,,0,
100,0,,0,
60,0,,0,
94,0,,0,
67,0,,0,
50,0,,0,
67,0,,0,
100,0,,0,
55,0,,0,
55,0,,0,
57,0,,0,
40,0,,0,
62,0,,0,
60,0,,0,
59,0,,0,
62,0,,0,
62,0,,0,
89,1,stocking,154,Stoc
67,0,,0,
50,0,,0,
100,0,,0,
67,0,,0,
64,0,,0,
100,0,,0,
75,0,,0,
76,0,,0,
77,0,,0,
77,0,,0,
64,0,,0,
67,0,,0,
53,0,,0,
0,0,,0,
67,0,,0,
0,0,,0,
62,0,,0,
89,0,,0,
88,1,stocking,156,released
75,0,,0,
60,0,,0,
60,0,,0,
80,0,,0,
86,1,stocking,157,planted
100,0,,0,
76,0,,0,
67,0,,0,
67,0,,0,
100,0,,0,
80,0,,0,
88,1,stocking,159,released
50,0,,0,
62,0,,0,
88,1,stocking,160,released
88,1,stocking,161,released
88,1,stocking,162,released
88,1,stocking,163,released
25,0,,0,
88,1,stocking,164,released
75,0,,0,
88,1,stocking,165,released
50,0,,0,
71,0,,0,
62,0,,0,
86,1,stocking,166,planted
71,0,,0,
62,0,,0,
67,0,,0,
0,0,,0,
0,0,,0,
59,0,,0,
86,1,stocking,167,planted
55,0,,0,
62,0,,0,
100,0,,0,
100,0,,0,
86,1,stocking,169,planted
93,0,,0,
62,0,,0,
73,0,,0,
57,0,,0,
86,1,stocking,170,planted
86,1,stocking,171,planted
50,0,,0,
100,0,,0,
100,0,,0,
67,0,,0,
67,0,,0,
62,0,,0,
100,0,,0,
100,0,,0,
67,0,,0,
100,0,,0,
88,0,,0,
100,0,,0,
100,0,,0,
100,0,,0,
71,0,,0,
71,0,,0,
77,0,,0,
84,0,,0,
0,0,,0,
100,0,,0,
100,0,,0,
53,0,,0,
100,0,,0,
73,0,,0,
100,0,,0,
71,0,,0,
73,0,,0,
86,1,stocking,182,planted
56,0,,0,
60,0,,0,
67,0,,0,
86,0,,0,
57,0,,0,
50,0,,0,
86,1,stocking,183,planted
86,1,stocking,184,planted
86,1,stocking,185,planted
100,0,,0,
100,0,,0,
100,0,,0,
93,0,,0,
55,0,,0,
53,0,,0,
93,0,,0,
100,0,,0,
57,0,,0,
100,0,,0,
100,0,,0,
100,0,,0,
93,0,,0,
67,0,,0,
67,0,,0,
86,1,stocking,191,planted
53,0,,0,
100,0,,0,
80,0,,0,
62,0,,0,
67,0,,0,
86,1,stocking,192,planted
50,0,,0,
59,0,,0,
0,0,,0,
94,0,,0,
60,0,,0,
67,0,,0,
73,0,,0,
67,0,,0,
67,0,,0,
57,0,,0,
100,0,,0,
84,0,,0,
76,0,,0,
86,1,stocking,194,planted
86,1,stocking,195,planted
86,1,stocking,196,planted
53,0,,0,
46,0,,0,
64,0,,0,
67,0,,0,
86,1,stocking,197,planted
86,0,,0,
86,1,stocking,198,planted
70,0,,0,
86,1,stocking,199,planted
47,0,,0,
0,0,,0,
100,0,,0,
67,0,,0,
75,0,,0,
67,0,,0,
60,0,,0,
86,1,stocking,201,planted
50,0,,0,
60,0,,0,
60,0,,0,
57,0,,0,
88,1,stocking,202,released
62,0,,0,
57,0,,0,
100,0,,0,
67,0,,0,
67,0,,0,
67,0,,0,
50,0,,0,
100,0,,0,
50,0,,0,
0,0,,0,
0,0,,0,
60,0,,0,
67,0,,0,
73,0,,0,
93,0,,0,
86,1,stocking,204,planted
77,0,,0,
67,0,,0,
100,0,,0,
46,0,,0,
67,0,,0,
67,0,,0,
67,0,,0,
84,0,,0,
59,0,,0,
94,0,,0,
93,0,,0,
100,0,,0,
100,0,,0,
63,0,,0,
71,0,,0,
90,0,,0,
88,0,,0,
92,0,,0,
50,0,,0,
100,0,,0,
62,0,,0,
100,0,,0,
100,0,,0,
86,1,stocking,214,planted
46,0,,0,
75,0,,0,
67,0,,0,
86,1,stocking,215,planted
80,0,,0,
100,0,,0,
67,0,,0,
59,0,,0,
100,0,,0,
100,0,,0,
0,0,,0,
100,0,,0,
62,0,,0,
50,0,,0,
100,0,,0,
62,0,,0,
50,0,,0,
100,0,,0,
64,0,,0,
75,0,,0,
67,0,,0,
67,0,,0,
67,0,,0,
75,0,,0,
86,1,stocking,221,planted
86,1,stocking,222,planted
94,0,,0,
67,0,,0,
86,1,stocking,224,planted
46,0,,0,
53,0,,0,
100,0,,0,
0,0,,0,
100,0,,0,
80,0,,0,
60,0,,0,
100,0,,0,
100,0,,0,
86,1,stocking,227,planted
67,0,,0,
93,0,,0,
80,0,,0,
46,0,,0,
0,0,,0,
67,0,,0,
86,1,habitat,26,filling
60,0,,0,
55,0,,0,
67,0,,0,
59,0,,0,
56,0,,0,
56,0,,0,
67,0,,0,
67,0,,0,
60,0,,0,
80,0,,0,
100,0,,0,
86,1,stocking,230,planted
80,0,,0,
62,0,,0,
47,0,,0,
59,0,,0,
67,0,,0,
80,0,,0,
67,0,,0,
80,0,,0,
67,0,,0,
55,0,,0,
67,0,,0,
93,0,,0,
73,0,,0,
75,0,,0,
57,0,,0,
100,0,,0,
94,0,,0,
100,0,,0,
67,0,,0,
100,0,,0,
67,0,,0,
67,0,,0,
50,0,,0,
71,0,,0,
60,0,,0,
57,0,,0,
0,0,,0,
53,0,,0,
67,0,,0,
93,0,,0,
62,0,,0,
46,0,,0,
67,0,,0,
86,1,stocking,234,planted
59,0,,0,
71,0,,0,
0,0,,0,
86,1,stocking,235,planted
86,1,stocking,236,planted
80,0,,0,
67,0,,0,
60,0,,0,
46,0,,0,
62,0,,0,
69,0,,0,
53,0,,0,
50,0,,0,
88,0,,0,
60,0,,0,
50,0,,0,
60,0,,0,
100,0,,0,
95,0,,0,
56,0,,0,
100,0,,0,
75,0,,0,
80,0,,0,
76,0,,0,
0,0,,0,
44,0,,0,
62,0,,0,
67,0,,0,
67,0,,0,
73,0,,0,
86,1,stocking,240,planted
100,0,,0,
80,0,,0,
73,0,,0,
57,0,,0,
100,0,,0,
67,0,,0,
94,0,,0,
100,0,,0,
69,0,,0,
100,0,,0,
67,0,,0,
100,0,,0,
59,0,,0,
100,0,,0,
100,0,,0,
100,0,,0,
100,0,,0,
60,0,,0,
57,0,,0,
100,0,,0,
94,0,,0,
67,0,,0,
53,0,,0,
71,0,,0,
60,0,,0,
0,0,,0,
88,1,stocking,249,released
67,0,,0,
75,0,,0,
93,0,,0,
75,0,,0,
67,0,,0,
67,0,,0,
100,0,,0,
73,0,,0,
67,0,,0,
73,0,,0,
55,0,,0,
67,0,,0,
55,0,,0,
100,0,,0,
100,0,,0,
100,0,,0,
60,0,,0,
67,0,,0,
0,0,,0,
100,0,,0,
46,0,,0,
46,0,,0,
100,0,,0,
86,1,stocking,255,planted
88,1,stocking,256,released
0,0,,0,
100,0,,0,
100,0,,0,
86,1,stocking,259,planted
88,1,stocking,260,released
43,0,,0,
100,0,,0,
100,0,,0,
100,0,,0,
80,0,,0,
74,0,,0,
100,0,,0,
62,0,,0,
0,0,,0,
100,0,,0,
46,0,,0,
57,0,,0,
86,0,,0,
57,0,,0,
100,0,,0,
57,0,,0,
67,0,,0,
50,0,,0,
84,0,,0,
62,0,,0,
67,0,,0,
60,0,,0,
80,0,,0,
46,0,,0,
86,1,stocking,267,planted
75,0,,0,
60,0,,0,
86,1,stocking,268,shocked
86,0,,0,
88,1,stocking,269,released
100,0,,0,
80,0,,0,
67,0,,0,
60,0,,0,
46,0,,0,
50,0,,0,
67,0,,0,
80,0,,0,
67,0,,0,
100,0,,0,
60,0,,0,
46,0,,0,
86,1,stocking,271,planted
86,1,stocking,272,planted
71,0,,0,
82,0,,0,
46,0,,0,
82,0,,0,
60,0,,0,
94,0,,0,
86,1,stocking,273,planted
0,0,,0,
67,0,,0,
57,0,,0,
46,0,,0,
0,0,,0,
100,0,,0,
71,0,,0,
75,0,,0,
56,0,,0,
55,0,,0,
55,0,,0,
0,0,,0,
100,0,,0,
67,0,,0,
67,0,,0,
67,0,,0,
93,0,,0,
50,0,,0,
47,0,,0,
67,0,,0,
62,0,,0,
80,0,,0,
57,0,,0,
80,0,,0,
67,0,,0,
50,0,,0,
43,0,,0,
100,0,,0,
67,0,,0,
67,0,,0,
100,0,,0,
60,0,,0,
67,0,,0,
63,0,,0,
100,0,,0,
44,0,,0,
82,0,,0,
100,0,,0,
71,0,,0,
44,0,,0,
60,0,,0,
50,0,,0,
53,0,,0,
0,0,,0,
0,0,,0,
86,0,,0,
53,0,,0,
73,0,,0,
0,0,,0,
60,0,,0,
67,0,,0,
50,0,,0,
53,0,,0,
57,0,,0,
59,0,,0,
60,0,,0,
57,0,,0,
100,0,,0,
100,0,,0,
62,0,,0,
93,0,,0,
100,0,,0,
80,0,,0,
80,0,,0,
0,0,,0,
100,0,,0,
67,0,,0,
67,0,,0,
59,0,,0,
0,0,,0,
60,0,,0,
100,0,,0,
100,0,,0,
62,0,,0,
100,0,,0,
100,0,,0,
100,0,,0,
71,0,,0,
71,0,,0,
100,0,,0,
75,0,,0,
59,0,,0,
53,0,,0,
50,0,,0,
67,0,,0,
80,0,,0,
67,0,,0,
75,0,,0,
67,0,,0,
67,0,,0,
80,0,,0,
80,0,,0,
67,0,,0,
67,0,,0,
77,0,,0,
86,1,stocking,284,planted
0,0,,0,
67,0,,0,
100,0,,0,
100,0,,0,
63,0,,0,
80,0,,0,
67,0,,0,
53,0,,0,
67,0,,0,
93,0,,0,
89,0,,0,
80,0,,0,
100,0,,0,
88,1,stocking,287,planting
82,0,,0,
67,0,,0,
100,0,,0,
100,0,,0,
67,0,,0,
46,0,,0,
76,0,,0,
89,0,,0,
100,0,,0,
88,1,stocking,289,released
88,1,stocking,290,released
57,0,,0,
88,1,stocking,291,released
100,0,,0,
88,1,stocking,292,released
88,1,stocking,293,released
88,1,stocking,294,released
0,0,,0,
0,0,,0,
94,0,,0,
60,0,,0,
100,0,,0,
77,0,,0,
0,0,,0,
57,0,,0,
46,0,,0,
60,0,,0,
50,0,,0,
67,0,,0,
100,0,,0,
75,0,,0,
100,0,,0,
100,0,,0,
67,0,,0,
46,0,,0,
86,1,stocking,298,planted
71,0,,0,
86,1,stocking,299,planted
86,1,stocking,300,planted
67,0,,0,
67,0,,0,
86,1,stocking,301,planted
57,0,,0,
94,0,,0,
100,0,,0,
60,0,,0,
100,0,,0,
100,0,,0,
67,0,,0,
100,0,,0,
50,0,,0,
94,0,,0,
86,1,stocking,307,planted
100,0,,0,
53,0,,0,
0,0,,0,
75,0,,0,
0,0,,0,
100,0,,0,
67,0,,0,
67,0,,0,
40,0,,0,
50,0,,0,
62,0,,0,
100,0,,0,
67,0,,0,
100,0,,0,
67,0,,0,
62,0,,0,
62,0,,0,
94,0,,0,
46,0,,0,
67,0,,0,
57,0,,0,
100,0,,0,
64,0,,0,
46,0,,0,
53,0,,0,
100,0,,0,
100,0,,0,
100,0,,0,
94,0,,0,
100,0,,0,
67,0,,0,
93,0,,0,
100,0,,0,
100,0,,0,
67,0,,0,
100,0,,0,
100,0,,0,
60,0,,0,
0,0,,0,
100,0,,0,
100,0,,0,
50,0,,0,
100,0,,0,
60,0,,0,
67,0,,0,
53,0,,0,
100,0,,0,
55,0,,0,
67,0,,0,
71,0,,0,
67,0,,0,
63,0,,0,
67,0,,0,
80,0,,0,
67,0,,0,
100,0,,0,
80,0,,0,
55,0,,0,
67,0,,0,
88,1,stocking,322,released
88,1,stocking,323,released
50,0,,0,
67,0,,0,
67,0,,0,
88,1,stocking,324,planting
100,0,,0,
88,1,stocking,326,planting
86,1,stocking,327,planted
100,0,,0,
67,0,,0,
100,0,,0,
50,0,,0,
100,0,,0,
77,0,,0,
60,0,,0,
67,0,,0,
50,0,,0,
100,0,,0,
71,0,,0,
100,0,,0,
86,1,stocking,331,planted
67,0,,0,
86,1,stocking,332,planted
86,1,stocking,333,planted
86,1,stocking,334,planted
71,0,,0,
86,1,stocking,335,planted
86,1,stocking,336,planted
55,0,,0,
46,0,,0,
86,1,stocking,337,planted
46,0,,0,
100,0,,0,
88,1,stocking,338,released
88,1,stocking,339,released
80,0,,0,
25,0,,0,
86,0,,0,
67,0,,0,
67,0,,0,
82,0,,0,
0,0,,0,
100,0,,0,
67,0,,0,
100,0,,0,
100,0,,0,
91,1,regulation,64,restricting
86,1,stocking,342,planted
86,1,stocking,343,planted
67,0,,0,
86,1,stocking,344,planted
0,0,,0,
86,1,stocking,345,planted
46,0,,0,
67,0,,0,
86,1,stocking,346,planted
43,0,,0,
100,0,,0,
67,0,,0,
67,0,,0,
100,0,,0,
75,0,,0,
71,0,,0,
100,0,,0,
80,0,,0,
80,0,,0,
100,0,,0,
60,0,,0,
60,0,,0,
100,0,,0,
67,0,,0,
50,0,,0,
95,0,,0,
67,0,,0,
100,0,,0,
62,0,,0,
67,0,,0,
62,0,,0,
62,0,,0,
86,1,stocking,353,planted
64,0,,0,
86,1,stocking,354,planted
86,1,stocking,355,planted
76,0,,0,
88,1,stocking,356,released
67,0,,0,
0,0,,0,
0,0,,0,
67,0,,0,
67,0,,0,
67,0,,0,
59,0,,0,
67,0,,0,
100,0,,0,
100,0,,0,
78,0,,0,
0,0,,0,
0,0,,0,
0,0,,0,
80,0,,0,
100,0,,0,
67,0,,0,
67,0,,0,
100,0,,0,
62,0,,0,
57,0,,0,
60,0,,0,
62,0,,0,
50,0,,0,
0,0,,0,
88,1,stocking,359,released
0,0,,0,
88,1,stocking,360,released
50,0,,0,
50,0,,0,
0,0,,0,
80,0,,0,
55,0,,0,
88,1,stocking,361,planting
0,0,,0,
53,0,,0,
59,0,,0,
67,0,,0,
46,0,,0,
62,0,,0,
65,0,,0,
80,0,,0,
57,0,,0,
0,0,,0,
67,0,,0,
80,0,,0,
86,1,stocking,362,planted
86,1,stocking,363,planted
50,0,,0,
0,0,,0,
88,1,eradication,86,rotonone
86,1,stocking,364,planted
100,0,,0,
86,1,stocking,365,planted
82,0,,0,
57,0,,0,
67,0,,0,
0,0,,0,
62,0,,0,
50,0,,0,
0,0,,0,
67,0,,0,
67,0,,0,
100,0,,0,
46,0,,0,
100,0,,0,
62,0,,0,
71,0,,0,
62,0,,0,
67,0,,0,
100,0,,0,
100,0,,0,
53,0,,0,
100,0,,0,
46,0,,0,
100,0,,0,
47,0,,0,
50,0,,0,
75,0,,0,
67,0,,0,
88,0,,0,
67,0,,0,
67,0,,0,
100,0,,0,
67,0,,0,
100,0,,0,
67,0,,0,
71,0,,0,
100,0,,0,
67,0,,0,
88,0,,0,
89,0,,0,
100,0,,0,
80,0,,0,
100,0,,0,
60,0,,0,
67,0,,0,
100,0,,0,
67,0,,0,
67,0,,0,
57,0,,0,
100,0,,0,
0,0,,0,
60,0,,0,
0,0,,0,
50,0,,0,
60,0,,0,
59,0,,0,
100,0,,0,
53,0,,0,
67,0,,0,
86,0,,0,
46,0,,0,
50,0,,0,
67,0,,0,
60,0,,0,
62,0,,0,
0,0,,0,
67,0,,0,
46,0,,0,
56,0,,0,
100,0,,0,
88,0,,0,
50,0,,0,
71,0,,0,
94,0,,0,
100,0,,0,
50,0,,0,
80,0,,0,
100,0,,0,
86,1,stocking,379,planted
100,0,,0,
50,0,,0,
50,0,,0,
0,0,,0,
100,0,,0,
67,0,,0,
53,0,,0,
0,0,,0,
47,0,,0,
55,0,,0,
58,0,,0,
64,0,,0,
69,0,,0,
50,0,,0,
56,0,,0,
100,0,,0,
50,0,,0,
36,0,,0,
100,0,,0,
100,0,,0,
100,0,,0,
50,0,,0,
67,0,,0,
70,0,,0,
100,0,,0,
88,1,stocking,385,planting
94,0,,0,
100,0,,0,
67,0,,0,
75,0,,0,
67,0,,0,
60,0,,0,
62,0,,0,
100,0,,0,
100,0,,0,
100,0,,0,
73,0,,0,
75,0,,0,
60,0,,0,
86,1,stocking,388,planted
67,0,,0,
86,1,stocking,389,planted
80,0,,0,
100,0,,0,
69,0,,0,
80,0,,0,
50,0,,0,
0,0,,0,
86,1,stocking,390,planted
75,0,,0,
50,0,,0,
100,0,,0,
59,0,,0,
86,1,stocking,391,planted
46,0,,0,
50,0,,0,
100,0,,0,
67,0,,0,
46,0,,0,
86,0,,0,
53,0,,0,
71,0,,0,
62,0,,0,
50,0,,0,
63,0,,0,
70,0,,0,
100,0,,0,
50,0,,0,
71,0,,0,
100,0,,0,
67,0,,0,
0,0,,0,
86,1,stocking,394,planted
88,1,stocking,395,released
62,0,,0,
88,1,stocking,396,released
57,0,,0,
88,1,stocking,397,released
88,1,stocking,398,released
67,0,,0,
44,0,,0,
50,0,,0,
0,0,,0,
0,0,,0,
0,0,,0,
0,0,,0,
0,0,,0,
0,0,,0,
0,0,,0,
0,0,,0,
0,0,,0,
0,0,,0,
0,0,,0,
73,0,,0,
67,0,,0,
60,0,,0,
60,0,,0,
75,0,,0,
53,0,,0,
55,0,,0,
67,0,,0,
100,0,,0,
67,0,,0,
75,0,,0,
100,0,,0,
100,0,,0,
100,0,,0,
67,0,,0,
53,0,,0,
53,0,,0,
67,0,,0,
50,0,,0,
0,0,,0,
71,0,,0,
100,0,,0,
94,0,,0,
75,0,,0,
100,0,,0,
73,0,,0,
86,1,stocking,402,planted
86,1,stocking,403,planted
100,0,,0,
86,1,stocking,404,planted
59,0,,0,
0,0,,0,
50,0,,0,
86,1,stocking,405,planted
53,0,,0,
67,0,,0,
50,0,,0,
93,0,,0,
86,1,stocking,406,planted
93,0,,0,
80,0,,0,
86,1,stocking,407,planted
62,0,,0,
100,0,,0,
86,1,stocking,408,planted
78,0,,0,
73,0,,0,
86,1,stocking,410,planted
100,0,,0,
86,1,stocking,412,planted
0,0,,0,
86,1,stocking,413,planted
50,0,,0,
0,0,,0,
50,0,,0,
67,0,,0,
88,1,stocking,414,released
88,1,stocking,415,released
100,0,,0,
88,1,stocking,417,released
88,1,stocking,418,released
57,0,,0,
57,0,,0,
88,1,stocking,419,released
67,0,,0,
73,0,,0,
55,0,,0,
46,0,,0,
57,0,,0,
61,0,,0,
0,0,,0,
0,0,,0,
100,0,,0,
88,1,stocking,421,planting
100,0,,0,
0,0,,0,
100,0,,0,
57,0,,0,
73,0,,0,
50,0,,0,
