 'FUZZY MATCH',NO,Species,Trout,Perch,Rock Bass,Walleye,Smallmouth Bass,Pike,Suckers,Largemouth Bass,Bluegill,Bass,Green Sunfish,Bullheads,Pumpkinseed Sunfish,Rainbows,Brook trout,Panfish,Grayling,Trash,Black Spotted Trout,Montana grayling,Chubs,BrownsHybrid Sunfish,Sea Lamprey,Splake,Salmonid,Common Shiners,Tiger Muskies,Whitefish,Ichthyomyzon,Brown trout,Menominees,Sturgeon,Num,Are_species,Salmon
0.0,0.0,0.0,1580.0,245.0,5.0,257.0,7.0,315.0,9.0,41.0,309.0,502.0,12.0,10.0,0.0,321.0,575.0,78.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,95.0,0.0,0.0,16.0,0.0,0.0,128.0,0.0,0.0,16199862.0,3585.0,1.0
